source,target,distance,link_type
N0162,N0209,0.0026,long_chord
N0163,N0210,0.0063,long_chord
N0164,N0211,0.0100,long_chord
N0165,N0212,0.0137,long_chord
N0166,N0213,0.0034,long_chord
N0167,N0214,0.0071,long_chord
N0168,N0215,0.0108,long_chord
N0169,N0216,0.0005,long_chord
N0170,N0217,0.0042,long_chord
N0171,N0218,0.0079,long_chord
N0172,N0219,0.0116,long_chord
N0173,N0220,0.0013,long_chord
N0174,N0221,0.0050,long_chord
N0175,N0222,0.0087,long_chord
N0176,N0223,0.0124,long_chord
N0177,N0224,0.0021,long_chord
N0178,N0225,0.0058,long_chord
N0179,N0226,0.0095,long_chord
N0180,N0227,0.0132,long_chord
N0181,N0228,0.0029,long_chord
N0182,N0229,0.0066,long_chord
N0183,N0230,0.0103,long_chord
N0184,N0231,0.0140,long_chord
N0185,N0232,0.0037,long_chord
N0186,N0233,0.0074,long_chord
N0187,N0234,0.0111,long_chord
N0188,N0235,0.0008,long_chord
N0189,N0236,0.0045,long_chord
N0190,N0237,0.0082,long_chord
N0191,N0238,0.0119,long_chord
N0192,N0239,0.0016,long_chord
N0193,N0240,0.0053,long_chord
N0194,N0241,0.0090,long_chord
N0195,N0242,0.0127,long_chord
N0196,N0243,0.0024,long_chord
N0197,N0244,0.0061,long_chord
N0198,N0245,0.0098,long_chord
N0199,N0246,0.0135,long_chord
N0200,N0247,0.0032,long_chord
N0201,N0248,0.0069,long_chord
N0202,N0249,0.0106,long_chord
N0203,N0250,0.0003,long_chord
N0204,N0251,0.0040,long_chord
N0205,N0252,0.0077,long_chord
N0206,N0253,0.0114,long_chord
N0207,N0254,0.0011,long_chord
N0208,N0255,0.0048,long_chord
N0209,N0256,0.0085,long_chord
N0210,N0257,0.0122,long_chord
N0211,N0258,0.0019,long_chord
N0212,N0259,0.0056,long_chord
N0213,N0260,0.0093,long_chord
N0214,N0261,0.0130,long_chord
N0215,N0262,0.0027,long_chord
N0216,N0263,0.0064,long_chord
N0217,N0264,0.0101,long_chord
N0218,N0265,0.0138,long_chord
N0219,N0266,0.0035,long_chord
N0220,N0267,0.0072,long_chord
N0221,N0268,0.0109,long_chord
N0222,N0269,0.0006,long_chord
N0223,N0270,0.0043,long_chord
N0224,N0271,0.0080,long_chord
N0225,N0272,0.0117,long_chord
N0226,N0273,0.0014,long_chord
N0227,N0274,0.0051,long_chord
N0228,N0275,0.0088,long_chord
N0229,N0276,0.0125,long_chord
N0230,N0277,0.0022,long_chord
N0231,N0278,0.0059,long_chord
N0232,N0279,0.0096,long_chord
N0233,N0280,0.0133,long_chord
N0234,N0281,0.0030,long_chord
N0235,N0282,0.0067,long_chord
N0236,N0283,0.0104,long_chord
N0237,N0284,0.0001,long_chord
N0238,N0285,0.0038,long_chord
N0239,N0286,0.0075,long_chord
N0240,N0287,0.0112,long_chord
N0241,N0288,0.0009,long_chord
N0242,N0289,0.0046,long_chord
N0243,N0290,0.0083,long_chord
N0244,N0291,0.0120,long_chord
N0245,N0292,0.0017,long_chord
N0246,N0293,0.0054,long_chord
N0247,N0294,0.0091,long_chord
N0248,N0295,0.0128,long_chord
N0249,N0296,0.0025,long_chord
N0250,N0297,0.0062,long_chord
N0251,N0298,0.0099,long_chord
N0252,N0299,0.0136,long_chord
N0253,N0300,0.0033,long_chord
N0254,N0301,0.0070,long_chord
N0255,N0302,0.0107,long_chord
N0256,N0303,0.0004,long_chord
N0257,N0304,0.0041,long_chord
N0258,N0305,0.0078,long_chord
N0259,N0306,0.0115,long_chord
N0260,N0307,0.0012,long_chord
N0261,N0308,0.0049,long_chord
N0262,N0309,0.0086,long_chord
N0263,N0310,0.0123,long_chord
N0264,N0311,0.0020,long_chord
N0265,N0312,0.0057,long_chord
N0266,N0313,0.0094,long_chord
N0267,N0314,0.0131,long_chord
N0268,N0315,0.0028,long_chord
N0269,N0316,0.0065,long_chord
N0270,N0317,0.0102,long_chord
N0271,N0318,0.0139,long_chord
N0272,N0319,0.0036,long_chord
N0273,N0320,0.0073,long_chord
N0274,N0321,0.0110,long_chord
N0275,N0322,0.0007,long_chord
N0276,N0323,0.0044,long_chord
N0277,N0324,0.0081,long_chord
N0278,N0325,0.0118,long_chord
N0279,N0326,0.0015,long_chord
N0280,N0327,0.0052,long_chord
N0281,N0328,0.0089,long_chord
N0282,N0329,0.0126,long_chord
N0283,N0330,0.0023,long_chord
N0284,N0331,0.0060,long_chord
N0285,N0332,0.0097,long_chord
N0286,N0333,0.0134,long_chord
N0287,N0334,0.0031,long_chord
N0288,N0335,0.0068,long_chord
N0289,N0336,0.0105,long_chord
N0290,N0337,0.0002,long_chord
N0291,N0338,0.0039,long_chord
N0292,N0339,0.0076,long_chord
N0293,N0340,0.0113,long_chord
N0294,N0341,0.0010,long_chord
N0295,N0342,0.0047,long_chord
N0296,N0343,0.0084,long_chord
N0297,N0344,0.0121,long_chord
N0298,N0345,0.0018,long_chord
N0299,N0346,0.0055,long_chord
N0300,N0347,0.0092,long_chord
N0301,N0348,0.0129,long_chord
N0302,N0349,0.0026,long_chord
N0303,N0350,0.0063,long_chord
N0304,N0351,0.0100,long_chord
N0305,N0352,0.0137,long_chord
N0306,N0353,0.0034,long_chord
N0307,N0354,0.0071,long_chord
N0308,N0355,0.0108,long_chord
N0309,N0356,0.0005,long_chord
N0310,N0357,0.0042,long_chord
N0311,N0358,0.0079,long_chord
N0312,N0359,0.0116,long_chord
N0313,N0360,0.0013,long_chord
N0314,N0361,0.0050,long_chord
N0315,N0362,0.0087,long_chord
N0316,N0363,0.0124,long_chord
N0317,N0364,0.0021,long_chord
N0318,N0365,0.0058,long_chord
N0319,N0366,0.0095,long_chord
N0320,N0367,0.0132,long_chord
N0321,N0368,0.0029,long_chord
N0322,N0369,0.0066,long_chord
N0323,N0370,0.0103,long_chord
N0324,N0371,0.0140,long_chord
N0325,N0372,0.0037,long_chord
N0326,N0373,0.0074,long_chord
N0327,N0374,0.0111,long_chord
N0328,N0375,0.0008,long_chord
N0329,N0376,0.0045,long_chord
N0330,N0377,0.0082,long_chord
N0331,N0378,0.0119,long_chord
N0332,N0379,0.0016,long_chord
N0333,N0380,0.0053,long_chord
N0334,N0381,0.0090,long_chord
N0335,N0382,0.0127,long_chord
N0336,N0383,0.0024,long_chord
N0337,N0384,0.0061,long_chord
N0338,N0385,0.0098,long_chord
N0339,N0386,0.0135,long_chord
N0340,N0387,0.0032,long_chord
N0341,N0388,0.0069,long_chord
N0342,N0389,0.0106,long_chord
N0343,N0390,0.0003,long_chord
N0344,N0391,0.0040,long_chord
N0345,N0392,0.0077,long_chord
N0346,N0393,0.0114,long_chord
N0347,N0394,0.0011,long_chord
N0348,N0395,0.0048,long_chord
N0349,N0396,0.0085,long_chord
N0350,N0397,0.0122,long_chord
N0351,N0398,0.0019,long_chord
N0352,N0399,0.0056,long_chord
N0353,N0400,0.0093,long_chord
N0354,N0401,0.0130,long_chord
N0355,N0402,0.0027,long_chord
N0356,N0403,0.0064,long_chord
N0357,N0404,0.0101,long_chord
N0358,N0405,0.0138,long_chord
N0359,N0406,0.0035,long_chord
N0360,N0407,0.0072,long_chord
N0361,N0408,0.0109,long_chord
N0362,N0409,0.0006,long_chord
N0363,N0410,0.0043,long_chord
N0364,N0411,0.0080,long_chord
N0365,N0412,0.0117,long_chord
N0366,N0413,0.0014,long_chord
N0367,N0414,0.0051,long_chord
N0368,N0415,0.0088,long_chord
N0369,N0416,0.0125,long_chord
N0370,N0417,0.0022,long_chord
N0371,N0418,0.0059,long_chord
N0372,N0419,0.0096,long_chord
N0373,N0420,0.0133,long_chord
N0374,N0421,0.0030,long_chord
N0375,N0422,0.0067,long_chord
N0376,N0423,0.0104,long_chord
N0377,N0424,0.0001,long_chord
N0378,N0425,0.0038,long_chord
N0379,N0426,0.0075,long_chord
N0380,N0427,0.0112,long_chord
N0381,N0428,0.0009,long_chord
N0382,N0429,0.0046,long_chord
N0383,N0430,0.0083,long_chord
N0384,N0431,0.0120,long_chord
N0385,N0432,0.0017,long_chord
N0386,N0433,0.0054,long_chord
N0387,N0434,0.0091,long_chord
N0388,N0435,0.0128,long_chord
N0389,N0436,0.0025,long_chord
N0390,N0437,0.0062,long_chord
N0391,N0438,0.0099,long_chord
N0392,N0439,0.0136,long_chord
N0393,N0440,0.0033,long_chord
N0394,N0441,0.0070,long_chord
N0395,N0442,0.0107,long_chord
N0396,N0443,0.0004,long_chord
N0397,N0444,0.0041,long_chord
N0398,N0445,0.0078,long_chord
N0399,N0446,0.0115,long_chord
N0400,N0447,0.0012,long_chord
N0401,N0448,0.0049,long_chord
N0402,N0449,0.0086,long_chord
N0403,N0450,0.0123,long_chord
N0404,N0451,0.0020,long_chord
N0405,N0452,0.0057,long_chord
N0406,N0453,0.0094,long_chord
N0407,N0454,0.0131,long_chord
N0408,N0455,0.0028,long_chord
N0409,N0456,0.0065,long_chord
N0410,N0457,0.0102,long_chord
N0411,N0458,0.0139,long_chord
N0412,N0459,0.0036,long_chord
N0413,N0460,0.0073,long_chord
N0414,N0461,0.0110,long_chord
N0415,N0462,0.0007,long_chord
N0416,N0463,0.0044,long_chord
N0417,N0464,0.0081,long_chord
N0418,N0465,0.0118,long_chord
N0419,N0466,0.0015,long_chord
N0420,N0467,0.0052,long_chord
N0421,N0468,0.0089,long_chord
N0422,N0469,0.0126,long_chord
N0423,N0470,0.0023,long_chord
N0424,N0471,0.0060,long_chord
N0425,N0472,0.0097,long_chord
N0426,N0473,0.0134,long_chord
N0427,N0474,0.0031,long_chord
N0428,N0475,0.0068,long_chord
N0429,N0476,0.0105,long_chord
N0430,N0477,0.0002,long_chord
N0431,N0478,0.0039,long_chord
N0432,N0479,0.0076,long_chord
N0433,N0480,0.0113,long_chord
N0434,N0481,0.0010,long_chord
N0435,N0482,0.0047,long_chord
N0436,N0483,0.0084,long_chord
N0437,N0484,0.0121,long_chord
N0438,N0485,0.0018,long_chord
N0439,N0486,0.0055,long_chord
N0440,N0487,0.0092,long_chord
N0441,N0488,0.0129,long_chord
N0442,N0489,0.0026,long_chord
N0443,N0490,0.0063,long_chord
N0444,N0491,0.0100,long_chord
N0445,N0492,0.0137,long_chord
N0446,N0493,0.0034,long_chord
N0447,N0494,0.0071,long_chord
N0448,N0495,0.0108,long_chord
N0449,N0496,0.0005,long_chord
N0450,N0497,0.0042,long_chord
N0451,N0498,0.0079,long_chord
N0452,N0499,0.0116,long_chord
N0453,N0500,0.0013,long_chord
N0454,N0501,0.0050,long_chord
N0455,N0502,0.0087,long_chord
N0456,N0503,0.0124,long_chord
N0457,N0504,0.0021,long_chord
N0458,N0505,0.0058,long_chord
N0459,N0506,0.0095,long_chord
N0460,N0507,0.0132,long_chord
N0461,N0508,0.0029,long_chord
N0462,N0509,0.0066,long_chord
N0463,N0510,0.0103,long_chord
N0464,N0511,0.0140,long_chord
N0465,N0512,0.0037,long_chord
N0466,N0513,0.0074,long_chord
N0467,N0514,0.0111,long_chord
N0468,N0515,0.0008,long_chord
N0469,N0516,0.0045,long_chord
N0470,N0517,0.0082,long_chord
N0471,N0518,0.0119,long_chord
N0472,N0519,0.0016,long_chord
N0473,N0520,0.0053,long_chord
N0474,N0521,0.0090,long_chord
N0475,N0522,0.0127,long_chord
N0476,N0523,0.0024,long_chord
N0477,N0524,0.0061,long_chord
N0478,N0525,0.0098,long_chord
N0479,N0526,0.0135,long_chord
N0480,N0527,0.0032,long_chord
N0481,N0528,0.0069,long_chord
N0482,N0529,0.0106,long_chord
N0483,N0530,0.0003,long_chord
N0484,N0531,0.0040,long_chord
N0485,N0532,0.0077,long_chord
N0486,N0533,0.0114,long_chord
N0487,N0534,0.0011,long_chord
N0488,N0535,0.0048,long_chord
N0489,N0536,0.0085,long_chord
N0490,N0537,0.0122,long_chord
N0491,N0538,0.0019,long_chord
N0492,N0539,0.0056,long_chord
N0493,N0540,0.0093,long_chord
N0494,N0541,0.0130,long_chord
N0495,N0542,0.0027,long_chord
N0496,N0543,0.0064,long_chord
N0497,N0544,0.0101,long_chord
N0498,N0545,0.0138,long_chord
N0499,N0546,0.0035,long_chord
N0500,N0547,0.0072,long_chord
N0501,N0548,0.0109,long_chord
N0502,N0549,0.0006,long_chord
N0503,N0550,0.0043,long_chord
N0504,N0551,0.0080,long_chord
N0505,N0552,0.0117,long_chord
N0506,N0553,0.0014,long_chord
N0507,N0554,0.0051,long_chord
N0508,N0555,0.0088,long_chord
N0509,N0556,0.0125,long_chord
N0510,N0557,0.0022,long_chord
N0511,N0558,0.0059,long_chord
N0512,N0559,0.0096,long_chord
N0513,N0560,0.0133,long_chord
N0514,N0561,0.0030,long_chord
N0515,N0562,0.0067,long_chord
N0516,N0563,0.0104,long_chord
N0517,N0564,0.0001,long_chord
N0518,N0565,0.0038,long_chord
N0519,N0566,0.0075,long_chord
N0520,N0567,0.0112,long_chord
N0521,N0568,0.0009,long_chord
N0522,N0569,0.0046,long_chord
N0523,N0570,0.0083,long_chord
N0524,N0571,0.0120,long_chord
N0525,N0572,0.0017,long_chord
N0526,N0573,0.0054,long_chord
N0527,N0574,0.0091,long_chord
N0528,N0575,0.0128,long_chord
N0529,N0576,0.0025,long_chord
N0530,N0577,0.0062,long_chord
N0531,N0578,0.0099,long_chord
N0532,N0579,0.0136,long_chord
N0533,N0580,0.0033,long_chord
N0534,N0581,0.0070,long_chord
N0535,N0582,0.0107,long_chord
N0536,N0583,0.0004,long_chord
N0537,N0584,0.0041,long_chord
N0538,N0585,0.0078,long_chord
N0539,N0586,0.0115,long_chord
N0540,N0587,0.0012,long_chord
N0541,N0588,0.0049,long_chord
N0542,N0589,0.0086,long_chord
N0543,N0590,0.0123,long_chord
N0544,N0591,0.0020,long_chord
N0545,N0592,0.0057,long_chord
N0546,N0593,0.0094,long_chord
N0547,N0594,0.0131,long_chord
N0548,N0595,0.0028,long_chord
N0549,N0596,0.0065,long_chord
N0550,N0597,0.0102,long_chord
N0551,N0598,0.0139,long_chord
N0552,N0599,0.0036,long_chord
N0553,N0600,0.0073,long_chord
N0554,N0601,0.0110,long_chord
N0555,N0602,0.0007,long_chord
N0556,N0603,0.0044,long_chord
N0557,N0604,0.0081,long_chord
N0558,N0605,0.0118,long_chord
N0559,N0606,0.0015,long_chord
N0560,N0607,0.0052,long_chord
N0561,N0608,0.0089,long_chord
N0562,N0609,0.0126,long_chord
N0563,N0610,0.0023,long_chord
N0564,N0611,0.0060,long_chord
N0565,N0612,0.0097,long_chord
N0566,N0613,0.0134,long_chord
N0567,N0614,0.0031,long_chord
N0568,N0615,0.0068,long_chord
N0569,N0616,0.0105,long_chord
N0570,N0617,0.0002,long_chord
N0571,N0618,0.0039,long_chord
N0572,N0619,0.0076,long_chord
N0573,N0620,0.0113,long_chord
N0574,N0621,0.0010,long_chord
N0575,N0622,0.0047,long_chord
N0576,N0623,0.0084,long_chord
N0577,N0624,0.0121,long_chord
N0578,N0625,0.0018,long_chord
N0579,N0626,0.0055,long_chord
N0580,N0627,0.0092,long_chord
N0581,N0628,0.0129,long_chord
N0582,N0629,0.0026,long_chord
N0583,N0630,0.0063,long_chord
N0584,N0631,0.0100,long_chord
N0585,N0632,0.0137,long_chord
N0586,N0633,0.0034,long_chord
N0587,N0634,0.0071,long_chord
N0588,N0635,0.0108,long_chord
N0589,N0636,0.0005,long_chord
N0590,N0637,0.0042,long_chord
N0591,N0638,0.0079,long_chord
N0592,N0639,0.0116,long_chord
N0593,N0640,0.0013,long_chord
N0594,N0641,0.0050,long_chord
N0595,N0642,0.0087,long_chord
N0596,N0643,0.0124,long_chord
N0597,N0644,0.0021,long_chord
N0598,N0645,0.0058,long_chord
N0599,N0646,0.0095,long_chord
N0600,N0647,0.0132,long_chord
N0601,N0648,0.0029,long_chord
N0602,N0649,0.0066,long_chord
N0603,N0650,0.0103,long_chord
N0604,N0651,0.0140,long_chord
N0605,N0652,0.0037,long_chord
N0606,N0653,0.0074,long_chord
N0607,N0654,0.0111,long_chord
N0608,N0655,0.0008,long_chord
N0609,N0656,0.0045,long_chord
N0610,N0657,0.0082,long_chord
N0611,N0658,0.0119,long_chord
N0612,N0659,0.0016,long_chord
N0613,N0660,0.0053,long_chord
N0614,N0661,0.0090,long_chord
N0615,N0662,0.0127,long_chord
N0616,N0663,0.0024,long_chord
N0617,N0664,0.0061,long_chord
N0618,N0665,0.0098,long_chord
N0619,N0666,0.0135,long_chord
N0620,N0667,0.0032,long_chord
N0621,N0668,0.0069,long_chord
N0622,N0669,0.0106,long_chord
N0623,N0670,0.0003,long_chord
N0624,N0671,0.0040,long_chord
N0625,N0672,0.0077,long_chord
N0626,N0673,0.0114,long_chord
N0627,N0674,0.0011,long_chord
N0628,N0675,0.0048,long_chord
N0629,N0676,0.0085,long_chord
N0630,N0677,0.0122,long_chord
N0631,N0678,0.0019,long_chord
N0632,N0679,0.0056,long_chord
N0633,N0680,0.0093,long_chord
N0634,N0681,0.0130,long_chord
N0635,N0682,0.0027,long_chord
N0636,N0683,0.0064,long_chord
N0637,N0684,0.0101,long_chord
N0638,N0685,0.0138,long_chord
N0639,N0686,0.0035,long_chord
N0640,N0687,0.0072,long_chord
N0641,N0688,0.0109,long_chord
N0642,N0689,0.0006,long_chord
N0643,N0690,0.0043,long_chord
N0644,N0691,0.0080,long_chord
N0645,N0692,0.0117,long_chord
N0646,N0693,0.0014,long_chord
N0647,N0694,0.0051,long_chord
N0648,N0695,0.0088,long_chord
N0649,N0696,0.0125,long_chord
N0650,N0697,0.0022,long_chord
N0651,N0698,0.0059,long_chord
N0652,N0699,0.0096,long_chord
N0653,N0700,0.0133,long_chord
N0654,N0701,0.0030,long_chord
N0655,N0702,0.0067,long_chord
N0656,N0703,0.0104,long_chord
N0657,N0704,0.0001,long_chord
N0658,N0705,0.0038,long_chord
N0659,N0706,0.0075,long_chord
N0660,N0707,0.0112,long_chord
N0661,N0708,0.0009,long_chord
N0662,N0709,0.0046,long_chord
N0663,N0710,0.0083,long_chord
N0664,N0711,0.0120,long_chord
N0665,N0712,0.0017,long_chord
N0666,N0713,0.0054,long_chord
N0667,N0714,0.0091,long_chord
N0668,N0715,0.0128,long_chord
N0669,N0716,0.0025,long_chord
N0670,N0717,0.0062,long_chord
N0671,N0718,0.0099,long_chord
N0672,N0719,0.0136,long_chord
N0673,N0720,0.0033,long_chord
N0674,N0721,0.0070,long_chord
N0675,N0722,0.0107,long_chord
N0676,N0723,0.0004,long_chord
N0677,N0724,0.0041,long_chord
N0678,N0725,0.0078,long_chord
N0679,N0726,0.0115,long_chord
N0680,N0727,0.0012,long_chord
N0681,N0728,0.0049,long_chord
N0682,N0729,0.0086,long_chord
N0683,N0730,0.0123,long_chord
N0684,N0731,0.0020,long_chord
N0685,N0732,0.0057,long_chord
N0686,N0733,0.0094,long_chord
N0687,N0734,0.0131,long_chord
N0688,N0735,0.0028,long_chord
N0689,N0736,0.0065,long_chord
N0690,N0737,0.0102,long_chord
N0691,N0738,0.0139,long_chord
N0692,N0739,0.0036,long_chord
N0693,N0740,0.0073,long_chord
N0694,N0741,0.0110,long_chord
N0695,N0742,0.0007,long_chord
N0696,N0743,0.0044,long_chord
N0697,N0744,0.0081,long_chord
N0698,N0745,0.0118,long_chord
N0699,N0746,0.0015,long_chord
N0700,N0747,0.0052,long_chord
N0701,N0748,0.0089,long_chord
N0702,N0749,0.0126,long_chord
N0703,N0750,0.0023,long_chord
N0704,N0751,0.0060,long_chord
N0705,N0752,0.0097,long_chord
N0706,N0753,0.0134,long_chord
N0707,N0754,0.0031,long_chord
N0708,N0755,0.0068,long_chord
N0709,N0756,0.0105,long_chord
N0710,N0757,0.0002,long_chord
N0711,N0758,0.0039,long_chord
N0712,N0759,0.0076,long_chord
N0713,N0760,0.0113,long_chord
N0714,N0761,0.0010,long_chord
N0715,N0762,0.0047,long_chord
N0716,N0763,0.0084,long_chord
N0717,N0764,0.0121,long_chord
N0718,N0765,0.0018,long_chord
N0719,N0766,0.0055,long_chord
N0720,N0767,0.0092,long_chord
N0721,N0768,0.0129,long_chord
N0722,N0769,0.0026,long_chord
N0723,N0770,0.0063,long_chord
N0724,N0771,0.0100,long_chord
N0725,N0772,0.0137,long_chord
N0726,N0773,0.0034,long_chord
N0727,N0774,0.0071,long_chord
N0728,N0775,0.0108,long_chord
N0729,N0776,0.0005,long_chord
N0730,N0777,0.0042,long_chord
N0731,N0778,0.0079,long_chord
N0732,N0779,0.0116,long_chord
N0733,N0780,0.0013,long_chord
N0734,N0781,0.0050,long_chord
N0735,N0782,0.0087,long_chord
N0736,N0783,0.0124,long_chord
N0737,N0784,0.0021,long_chord
N0738,N0785,0.0058,long_chord
N0739,N0786,0.0095,long_chord
N0740,N0787,0.0132,long_chord
N0741,N0788,0.0029,long_chord
N0742,N0789,0.0066,long_chord
N0743,N0790,0.0103,long_chord
N0744,N0791,0.0140,long_chord
N0745,N0792,0.0037,long_chord
N0746,N0793,0.0074,long_chord
N0747,N0794,0.0111,long_chord
N0748,N0795,0.0008,long_chord
N0749,N0796,0.0045,long_chord
N0750,N0797,0.0082,long_chord
N0751,N0798,0.0119,long_chord
N0752,N0799,0.0016,long_chord
N0753,N0800,0.0053,long_chord
N0754,N0801,0.0090,long_chord
N0755,N0802,0.0127,long_chord
N0756,N0803,0.0024,long_chord
N0757,N0804,0.0061,long_chord
N0758,N0805,0.0098,long_chord
N0759,N0806,0.0135,long_chord
N0760,N0807,0.0032,long_chord
N0761,N0808,0.0069,long_chord
N0762,N0809,0.0106,long_chord
N0763,N0810,0.0003,long_chord
N0764,N0811,0.0040,long_chord
N0765,N0812,0.0077,long_chord
N0766,N0813,0.0114,long_chord
N0767,N0814,0.0011,long_chord
N0768,N0815,0.0048,long_chord
N0769,N0816,0.0085,long_chord
N0770,N0817,0.0122,long_chord
N0771,N0818,0.0019,long_chord
N0772,N0819,0.0056,long_chord
N0773,N0820,0.0093,long_chord
N0774,N0821,0.0130,long_chord
N0775,N0822,0.0027,long_chord
N0776,N0823,0.0064,long_chord
N0777,N0824,0.0101,long_chord
N0778,N0825,0.0138,long_chord
N0779,N0826,0.0035,long_chord
N0780,N0827,0.0072,long_chord
N0781,N0828,0.0109,long_chord
N0782,N0829,0.0006,long_chord
N0783,N0830,0.0043,long_chord
N0784,N0831,0.0080,long_chord
N0785,N0832,0.0117,long_chord
N0786,N0833,0.0014,long_chord
N0787,N0834,0.0051,long_chord
N0788,N0835,0.0088,long_chord
N0789,N0836,0.0125,long_chord
N0790,N0837,0.0022,long_chord
N0791,N0838,0.0059,long_chord
N0792,N0839,0.0096,long_chord
N0793,N0840,0.0133,long_chord
N0794,N0841,0.0030,long_chord
N0795,N0842,0.0067,long_chord
N0796,N0843,0.0104,long_chord
N0797,N0844,0.0001,long_chord
N0798,N0845,0.0038,long_chord
N0799,N0846,0.0075,long_chord
N0800,N0847,0.0112,long_chord
N0801,N0848,0.0009,long_chord
N0802,N0849,0.0046,long_chord
N0803,N0850,0.0083,long_chord
N0804,N0851,0.0120,long_chord
N0805,N0852,0.0017,long_chord
N0806,N0853,0.0054,long_chord
N0807,N0854,0.0091,long_chord
N0808,N0855,0.0128,long_chord
N0809,N0856,0.0025,long_chord
N0810,N0857,0.0062,long_chord
N0811,N0858,0.0099,long_chord
N0812,N0859,0.0136,long_chord
N0813,N0860,0.0033,long_chord
N0814,N0861,0.0070,long_chord
N0815,N0862,0.0107,long_chord
N0816,N0863,0.0004,long_chord
N0817,N0864,0.0041,long_chord
N0818,N0865,0.0078,long_chord
N0819,N0866,0.0115,long_chord
N0820,N0867,0.0012,long_chord
N0821,N0868,0.0049,long_chord
N0822,N0869,0.0086,long_chord
N0823,N0870,0.0123,long_chord
N0824,N0871,0.0020,long_chord
N0825,N0872,0.0057,long_chord
N0826,N0873,0.0094,long_chord
N0827,N0874,0.0131,long_chord
N0828,N0875,0.0028,long_chord
N0829,N0876,0.0065,long_chord
N0830,N0877,0.0102,long_chord
N0831,N0878,0.0139,long_chord
N0832,N0879,0.0036,long_chord
N0833,N0880,0.0073,long_chord
N0834,N0881,0.0110,long_chord
N0835,N0882,0.0007,long_chord
N0836,N0883,0.0044,long_chord
N0837,N0884,0.0081,long_chord
N0838,N0885,0.0118,long_chord
N0839,N0886,0.0015,long_chord
N0840,N0887,0.0052,long_chord
N0841,N0888,0.0089,long_chord
N0842,N0889,0.0126,long_chord
N0843,N0890,0.0023,long_chord
N0844,N0891,0.0060,long_chord
N0845,N0892,0.0097,long_chord
N0846,N0893,0.0134,long_chord
N0847,N0894,0.0031,long_chord
N0848,N0895,0.0068,long_chord
N0849,N0896,0.0105,long_chord
N0850,N0897,0.0002,long_chord
N0851,N0898,0.0039,long_chord
N0852,N0899,0.0076,long_chord
N0853,N0900,0.0113,long_chord
N0854,N0901,0.0010,long_chord
N0855,N0902,0.0047,long_chord
N0856,N0903,0.0084,long_chord
N0857,N0904,0.0121,long_chord
N0858,N0905,0.0018,long_chord
N0859,N0906,0.0055,long_chord
N0860,N0907,0.0092,long_chord
N0861,N0908,0.0129,long_chord
N0862,N0909,0.0026,long_chord
N0863,N0910,0.0063,long_chord
N0864,N0911,0.0100,long_chord
N0865,N0912,0.0137,long_chord
N0866,N0913,0.0034,long_chord
N0867,N0914,0.0071,long_chord
N0868,N0915,0.0108,long_chord
N0869,N0916,0.0005,long_chord
N0870,N0917,0.0042,long_chord
N0871,N0918,0.0079,long_chord
N0872,N0919,0.0116,long_chord
N0873,N0920,0.0013,long_chord
N0874,N0921,0.0050,long_chord
N0875,N0922,0.0087,long_chord
N0876,N0923,0.0124,long_chord
N0877,N0924,0.0021,long_chord
N0878,N0925,0.0058,long_chord
N0879,N0926,0.0095,long_chord
N0880,N0927,0.0132,long_chord
N0881,N0928,0.0029,long_chord
N0882,N0929,0.0066,long_chord
N0883,N0930,0.0103,long_chord
N0884,N0931,0.0140,long_chord
N0885,N0932,0.0037,long_chord
N0886,N0933,0.0074,long_chord
N0887,N0934,0.0111,long_chord
N0888,N0935,0.0008,long_chord
N0889,N0936,0.0045,long_chord
N0890,N0937,0.0082,long_chord
N0891,N0938,0.0119,long_chord
N0892,N0939,0.0016,long_chord
N0893,N0940,0.0053,long_chord
N0894,N0941,0.0090,long_chord
N0895,N0942,0.0127,long_chord
N0896,N0943,0.0024,long_chord
N0897,N0944,0.0061,long_chord
N0898,N0945,0.0098,long_chord
N0899,N0946,0.0135,long_chord
N0900,N0947,0.0032,long_chord
N0901,N0948,0.0069,long_chord
N0902,N0949,0.0106,long_chord
N0903,N0950,0.0003,long_chord
N0904,N0951,0.0040,long_chord
N0905,N0952,0.0077,long_chord
N0906,N0953,0.0114,long_chord
N0907,N0954,0.0011,long_chord
N0908,N0955,0.0048,long_chord
N0909,N0956,0.0085,long_chord
N0910,N0957,0.0122,long_chord
N0911,N0958,0.0019,long_chord
N0912,N0959,0.0056,long_chord
N0913,N0960,0.0093,long_chord
N0914,N0961,0.0130,long_chord
N0915,N0962,0.0027,long_chord
N0916,N0963,0.0064,long_chord
N0917,N0964,0.0101,long_chord
N0918,N0965,0.0138,long_chord
N0919,N0966,0.0035,long_chord
N0920,N0967,0.0072,long_chord
N0921,N0968,0.0109,long_chord
N0922,N0969,0.0006,long_chord
N0923,N0970,0.0043,long_chord
N0924,N0971,0.0080,long_chord
N0925,N0972,0.0117,long_chord
N0926,N0973,0.0014,long_chord
N0927,N0974,0.0051,long_chord
N0928,N0975,0.0088,long_chord
N0929,N0976,0.0125,long_chord
N0930,N0977,0.0022,long_chord
N0931,N0978,0.0059,long_chord
N0932,N0979,0.0096,long_chord
N0933,N0980,0.0133,long_chord
N0934,N0981,0.0030,long_chord
N0935,N0982,0.0067,long_chord
N0936,N0983,0.0104,long_chord
N0937,N0984,0.0001,long_chord
N0938,N0985,0.0038,long_chord
